index,participant,director,resp,meaning,thisN,round,pair,Begin Time - msec,End Time - msec,Duration - msec,Participant1,Participant2,StrategyP1,StrategyP2,MarkerP1,MarkerP2,SAlignmentP1,SAlignmentP2,FormP1,FormP2,EnactingP1,EnactingP2,MoldingP1,MoldingP2,DrawingP1,DrawingP2,RepresentingP1,RepresentingP2,Forms_AlignmnentP1,AMarkerP1,AMarkerP2,Forms_AlignmnentP2,strategies,alignment,strategies_no,moulding,enacting,drawing,representing,alignment_degree,condition
13,P061_P062_Zsit,P062,left,skakanka,3,round1,P061P062,93306,111307,18001,,SKAKANKA_1_,,SKAKANKA_1_E_D_E,,,,SKAKANKA_1_E_D_E_2/3,,SKAKANKA_1_E_D_E,,,,,,,,,,,,,SKAKANKA_1_E_D_E,SKAKANKA_1_E_D_E_2/3,3,0,1,1,0,0.666666666666667,sit
13,P061_P062_Zsit,P062,left,skakanka,3,round1,P061P062,93525,101099,7574,,SKAKANKA_1_,,SKAKANKA_1_E_D_E,,,,SKAKANKA_1_E_D_E_2/3,,SKAKANKA_1_E_D_E,,SKAKANKA_1_E,,,,,,,,,,SKAKANKA_1_E,SKAKANKA_1_E_D_E,SKAKANKA_1_E_D_E_2/3,3,0,1,1,0,0.666666666666667,sit
13,P061_P062_Zsit,P062,left,skakanka,3,round1,P061P062,101099,105213,4114,,SKAKANKA_1_,,SKAKANKA_1_E_D_E,,,,SKAKANKA_1_E_D_E_2/3,,SKAKANKA_1_E_D_E,,,,,,SKAKANKA_1_D,,,,,,,SKAKANKA_1_E_D_E,SKAKANKA_1_E_D_E_2/3,3,0,1,1,0,0.666666666666667,sit
13,P061_P062_Zsit,P062,left,skakanka,3,round1,P061P062,105213,111307,6094,,SKAKANKA_1_,,SKAKANKA_1_E_D_E,,,,SKAKANKA_1_E_D_E_2/3,,SKAKANKA_1_E_D_E,,SKAKANKA_1_E,,,,,,,,,,SKAKANKA_1_E,SKAKANKA_1_E_D_E,SKAKANKA_1_E_D_E_2/3,3,0,1,1,0,0.666666666666667,sit
23,P061_P062_Zsit,P062,right,laska,13,round1,P061P062,266208,273351,7143,,LASKA_1_,,LASKA_1_E,,,,LASKA_1_E_1/1,,LASKA_1_E,,,,,,,,,,,,,LASKA_1_E,LASKA_1_E_1/1,1,0,1,0,0,1,sit
23,P061_P062_Zsit,P062,right,laska,13,round1,P061P062,268001,272874,4873,,LASKA_1_,,LASKA_1_E,,,,LASKA_1_E_1/1,,LASKA_1_E,,LASKA_1_E,,,,,,,,,,LASKA_1_E,LASKA_1_E,LASKA_1_E_1/1,1,0,1,0,0,1,sit
24,P061_P062_Zsit,P061,left,drabina,14,round1,P061P062,280463,285320,4857,DRABINA_1_,,DRABINA_1_D,,,,DRABINA_1_D_1/1,,DRABINA_1_D,,,,,,,,,,,,,,DRABINA_1_D,DRABINA_1_D_1/1,1,0,0,1,0,1,sit
24,P061_P062_Zsit,P061,left,drabina,14,round1,P061P062,280846,285085,4239,DRABINA_1_,,DRABINA_1_D,,,,DRABINA_1_D_1/1,,DRABINA_1_D,,,,,,DRABINA_1_D,,,,DRABINA_1_D,,,,DRABINA_1_D,DRABINA_1_D_1/1,1,0,0,1,0,1,sit
28,P061_P062_Zsit,P061,left,patelnia,18,round1,P061P062,333339,342291,8952,PATELNIA_1_,,PATELNIA_1_D,,,,PATELNIA_1_D_1/1,,PATELNIA_1_D,,,,,,,,,,,,,,PATELNIA_1_D,PATELNIA_1_D_1/1,1,0,0,1,0,1,sit
28,P061_P062_Zsit,P061,left,patelnia,18,round1,P061P062,334212,340015,5803,PATELNIA_1_,,PATELNIA_1_D,,,,PATELNIA_1_D_1/1,,PATELNIA_1_D,,,,,,PATELNIA_1_D,,,,PATELNIA_1_D,,,,PATELNIA_1_D,PATELNIA_1_D_1/1,1,0,0,1,0,1,sit
30,P061_P062_Zsit,P061,left,schody,20,round1,P061P062,361730,369492,7762,SCHODY_1_,,SCHODY_1_D_E,,,,SCHODY_1_D_R_2/2,,SCHODY_1_D_R,,,,,,,,,,,,,,SCHODY_1_D_E,SCHODY_1_D_R_2/2,2,0,1,1,0,1,sit
30,P061_P062_Zsit,P061,left,schody,20,round1,P061P062,364283,366621,2338,SCHODY_1_,,SCHODY_1_D_E,,,,SCHODY_1_D_R_2/2,,SCHODY_1_D_R,,,,,,SCHODY_1_D,,,,SCHODY_1_D,,,,SCHODY_1_D_E,SCHODY_1_D_R_2/2,2,0,1,1,0,1,sit
30,P061_P062_Zsit,P061,left,schody,20,round1,P061P062,366649,369381,2732,SCHODY_1_,,SCHODY_1_D_E,,,,SCHODY_1_D_R_2/2,,SCHODY_1_D_R,,,,,,,,SCHODY_1_R,,SCHODY_1_R,,,,SCHODY_1_D_E,SCHODY_1_D_R_2/2,2,0,1,1,0,1,sit
36,P061_P062_Zsit,P061,left,butelka,26,round1,P061P062,450455,457408,6953,BUTELKA_1_,,BUTELKA_1_M_E_D_E,,,,BUTELKA_1_M_E_D_E_3/4,,BUTELKA_1_M_E_D_E,,,,,,,,,,,,,,BUTELKA_1_M_E_D_E,BUTELKA_1_M_E_D_E_3/4,4,1,1,1,0,0.75,sit
36,P061_P062_Zsit,P061,left,butelka,26,round1,P061P062,451269,452043,774,BUTELKA_1_,,BUTELKA_1_M_E_D_E,,,,BUTELKA_1_M_E_D_E_3/4,,BUTELKA_1_M_E_D_E,,,,BUTELKA_1_M,,,,,,,,,,BUTELKA_1_M_E_D_E,BUTELKA_1_M_E_D_E_3/4,4,1,1,1,0,0.75,sit
36,P061_P062_Zsit,P061,left,butelka,26,round1,P061P062,452057,453001,944,BUTELKA_1_,BUTELKA_1_E,BUTELKA_1_M_E_D_E,,,,BUTELKA_1_M_E_D_E_3/4,,BUTELKA_1_M_E_D_E,,BUTELKA_1_E,,,,,,,,,,,,BUTELKA_1_M_E_D_E,BUTELKA_1_M_E_D_E_3/4,4,1,1,1,0,0.75,sit
36,P061_P062_Zsit,P061,left,butelka,26,round1,P061P062,452987,455494,2507,BUTELKA_1_,,BUTELKA_1_M_E_D_E,,,,BUTELKA_1_M_E_D_E_3/4,,BUTELKA_1_M_E_D_E,,,,,,BUTELKA_1_D,,,,,,,,BUTELKA_1_M_E_D_E,BUTELKA_1_M_E_D_E_3/4,4,1,1,1,0,0.75,sit
36,P061_P062_Zsit,P061,left,butelka,26,round1,P061P062,455522,457184,1662,BUTELKA_1_,BUTELKA_1_E,BUTELKA_1_M_E_D_E,,,,BUTELKA_1_M_E_D_E_3/4,,BUTELKA_1_M_E_D_E,,BUTELKA_1_E,,,,,,,,,,,,BUTELKA_1_M_E_D_E,BUTELKA_1_M_E_D_E_3/4,4,1,1,1,0,0.75,sit
38,P061_P062_Zsit,P061,left,drewno,28,round1,P061P062,477443,492872,15429,DREWNO_1_,,DREWNO_1_D_E_D_E,,,,DREWNO_1_D_E_D_E_2/4,,DREWNO_1_D_E_D_E,,,,,,,,,,,,,,DREWNO_1_D_E_D_E,DREWNO_1_D_E_D_E_2/4,4,0,1,1,0,0.5,sit
38,P061_P062_Zsit,P061,left,drewno,28,round1,P061P062,478579,480846,2267,DREWNO_1_,,DREWNO_1_D_E_D_E,,,,DREWNO_1_D_E_D_E_2/4,,DREWNO_1_D_E_D_E,,,,,,DREWNO_1_D,,,,,,,,DREWNO_1_D_E_D_E,DREWNO_1_D_E_D_E_2/4,4,0,1,1,0,0.5,sit
38,P061_P062_Zsit,P061,left,drewno,28,round1,P061P062,480832,482283,1451,DREWNO_1_,,DREWNO_1_D_E_D_E,,,,DREWNO_1_D_E_D_E_2/4,,DREWNO_1_D_E_D_E,,DREWNO_1_E,,,,,,,,,,,,DREWNO_1_D_E_D_E,DREWNO_1_D_E_D_E_2/4,4,0,1,1,0,0.5,sit
38,P061_P062_Zsit,P061,left,drewno,28,round1,P061P062,482311,486705,4394,DREWNO_1_,,DREWNO_1_D_E_D_E,,,,DREWNO_1_D_E_D_E_2/4,,DREWNO_1_D_E_D_E,,,,,,DREWNO_1_D,,,,,,,,DREWNO_1_D_E_D_E,DREWNO_1_D_E_D_E_2/4,4,0,1,1,0,0.5,sit
38,P061_P062_Zsit,P061,left,drewno,28,round1,P061P062,488466,491283,2817,DREWNO_1_,,DREWNO_1_D_E_D_E,,,,DREWNO_1_D_E_D_E_2/4,,DREWNO_1_D_E_D_E,,DREWNO_1_E,,,,,,,,,,,,DREWNO_1_D_E_D_E,DREWNO_1_D_E_D_E_2/4,4,0,1,1,0,0.5,sit
39,P061_P062_Zsit,P062,left,luneta,29,round1,P061P062,500173,507459,7286,,LUNETA_1_,,LUNETA_1_E_M_E,,,,LUNETA_1_E_M_E_2/3,,LUNETA_1_E_M_E,,,,,,,,,,,,,LUNETA_1_E_M_E,LUNETA_1_E_M_E_2/3,3,1,1,0,0,0.666666666666667,sit
39,P061_P062_Zsit,P062,left,luneta,29,round1,P061P062,500635,502987,2352,,LUNETA_1_,,LUNETA_1_E_M_E,,,,LUNETA_1_E_M_E_2/3,,LUNETA_1_E_M_E,,LUNETA_1_E,,,,,,,,,,LUNETA_1_E,LUNETA_1_E_M_E,LUNETA_1_E_M_E_2/3,3,1,1,0,0,0.666666666666667,sit
39,P061_P062_Zsit,P062,left,luneta,29,round1,P061P062,503001,504283,1282,,LUNETA_1_,,LUNETA_1_E_M_E,,,,LUNETA_1_E_M_E_2/3,,LUNETA_1_E_M_E,,,,LUNETA_1_M,,,,,,,,LUNETA_1_M,LUNETA_1_E_M_E,LUNETA_1_E_M_E_2/3,3,1,1,0,0,0.666666666666667,sit
39,P061_P062_Zsit,P062,left,luneta,29,round1,P061P062,504269,506705,2436,,LUNETA_1_,,LUNETA_1_E_M_E,,,,LUNETA_1_E_M_E_2/3,,LUNETA_1_E_M_E,,LUNETA_1_E,,,,,,,,,,,LUNETA_1_E_M_E,LUNETA_1_E_M_E_2/3,3,1,1,0,0,0.666666666666667,sit
39,P061_P062_Zsit,P062,left,luneta,29,round1,P061P062,504283,506705,2422,,LUNETA_1_,,LUNETA_1_E_M_E,,,,LUNETA_1_E_M_E_2/3,,LUNETA_1_E_M_E,,LUNETA_1_E,,,,,,,,,,LUNETA_1_E,LUNETA_1_E_M_E,LUNETA_1_E_M_E_2/3,3,1,1,0,0,0.666666666666667,sit
41,P061_P062_Zsit,P062,left,rower,31,round1,P061P062,528543,543352,14809,,ROWER_1_,,ROWER_1_E_D,,,,ROWER_1_E_D_1/2,,ROWER_1_E_D,,,,,,,,,,,,,ROWER_1_E_D,ROWER_1_E_D_1/2,2,0,1,1,0,0.5,sit
41,P061_P062_Zsit,P062,left,rower,31,round1,P061P062,529100,534959,5859,,ROWER_1_,,ROWER_1_E_D,,,,ROWER_1_E_D_1/2,,ROWER_1_E_D,,ROWER_1_E,,,,,,,,,,ROWER_1_E,ROWER_1_E_D,ROWER_1_E_D_1/2,2,0,1,1,0,0.5,sit
41,P061_P062_Zsit,P062,left,rower,31,round1,P061P062,534945,539382,4437,,ROWER_1_,,ROWER_1_E_D,,,,ROWER_1_E_D_1/2,,ROWER_1_E_D,,,,,,ROWER_1_D,,,,,,,ROWER_1_E_D,ROWER_1_E_D_1/2,2,0,1,1,0,0.5,sit
49,P061_P062_Zsit,P062,left,drabina,7,round1,P061P062,642914,652772,9858,,DRABINA_1_,,DRABINA_1_D_E,,,,DRABINA_1_D_E_1/2,,DRABINA_1_D_E,,,,,,,,,,,,,DRABINA_1_D_E,DRABINA_1_D_E_1/2,2,0,1,1,0,0.5,sit
49,P061_P062_Zsit,P062,left,drabina,7,round1,P061P062,643621,647861,4240,,DRABINA_1_,,DRABINA_1_D_E,,,,DRABINA_1_D_E_1/2,,DRABINA_1_D_E,,,,,,DRABINA_1_D,,,,,,DRABINA_1_D,DRABINA_1_D_E,DRABINA_1_D_E_1/2,2,0,1,1,0,0.5,sit
49,P061_P062_Zsit,P062,left,drabina,7,round1,P061P062,647889,650466,2577,,DRABINA_1_,,DRABINA_1_D_E,,,,DRABINA_1_D_E_1/2,,DRABINA_1_D_E,,DRABINA_1_E,,,,,,,,,,,DRABINA_1_D_E,DRABINA_1_D_E_1/2,2,0,1,1,0,0.5,sit
53,P061_P062_Zsit,P062,right,drewno,11,round1,P061P062,700655,711608,10953,,DREWNO_1_,,DREWNO_1_D_M,,,,DREWNO_1_D_M_1/2,,DREWNO_1_D_M,,,,,,,,,,,,,DREWNO_1_D_M,DREWNO_1_D_M_1/2,2,1,0,1,0,0.5,sit
53,P061_P062_Zsit,P062,right,drewno,11,round1,P061P062,701368,706382,5014,,DREWNO_1_,,DREWNO_1_D_M,,,,DREWNO_1_D_M_1/2,,DREWNO_1_D_M,,,,,,DREWNO_1_D,,,,,,,DREWNO_1_D_M,DREWNO_1_D_M_1/2,2,1,0,1,0,0.5,sit
53,P061_P062_Zsit,P062,right,drewno,11,round1,P061P062,707269,710959,3690,,DREWNO_1_,,DREWNO_1_D_M,,,,DREWNO_1_D_M_1/2,,DREWNO_1_D_M,,,,DREWNO_1_M,,,,,,,,,DREWNO_1_D_M,DREWNO_1_D_M_1/2,2,1,0,1,0,0.5,sit
56,P061_P062_Zsit,P061,left,laska,14,round1,P061P062,741067,754972,13905,LASKA_1_,,LASKA_1_E_D_E_D,,,,LASKA_1_E_D_E_D_2/4,,LASKA_1_E_D_E_D,,,,,,,,,,,,,,LASKA_1_E_D_E_D,LASKA_1_E_D_E_D_2/4,4,0,1,1,0,0.5,sit
56,P061_P062_Zsit,P061,left,laska,14,round1,P061P062,741650,745326,3676,LASKA_1_,,LASKA_1_E_D_E_D,,,,LASKA_1_E_D_E_D_2/4,,LASKA_1_E_D_E_D,,LASKA_1_E,,,,,,,,LASKA_1_E,,,,LASKA_1_E_D_E_D,LASKA_1_E_D_E_D_2/4,4,0,1,1,0,0.5,sit
56,P061_P062_Zsit,P061,left,laska,14,round1,P061P062,745340,746495,1155,LASKA_1_,,LASKA_1_E_D_E_D,,,,LASKA_1_E_D_E_D_2/4,,LASKA_1_E_D_E_D,,,,,,LASKA_1_D,,,,,,,,LASKA_1_E_D_E_D,LASKA_1_E_D_E_D_2/4,4,0,1,1,0,0.5,sit
56,P061_P062_Zsit,P061,left,laska,14,round1,P061P062,746523,749678,3155,LASKA_1_,,LASKA_1_E_D_E_D,,,,LASKA_1_E_D_E_D_2/4,,LASKA_1_E_D_E_D,,LASKA_1_E,,,,,,,,,,,,LASKA_1_E_D_E_D,LASKA_1_E_D_E_D_2/4,4,0,1,1,0,0.5,sit
56,P061_P062_Zsit,P061,left,laska,14,round1,P061P062,749664,751424,1760,LASKA_1_,,LASKA_1_E_D_E_D,,,,LASKA_1_E_D_E_D_2/4,,LASKA_1_E_D_E_D,,,,,,LASKA_1_D,,,,,,,,LASKA_1_E_D_E_D,LASKA_1_E_D_E_D_2/4,4,0,1,1,0,0.5,sit
58,P061_P062_Zsit,P061,right,luneta,16,round1,P061P062,780740,784978,4238,LUNETA_1_,,LUNETA_1_M_E,,,,LUNETA_1_M_E_2/2,,LUNETA_1_M_E,,,,,,,,,,,,,,LUNETA_1_M_E,LUNETA_1_M_E_2/2,2,1,1,0,0,1,sit
58,P061_P062_Zsit,P061,right,luneta,16,round1,P061P062,781396,782960,1564,LUNETA_1_,,LUNETA_1_M_E,,,,LUNETA_1_M_E_2/2,,LUNETA_1_M_E,,,,LUNETA_1_M,,,,LUNETA_1_M,,,,,,LUNETA_1_M_E,LUNETA_1_M_E_2/2,2,1,1,0,0,1,sit
58,P061_P062_Zsit,P061,right,luneta,16,round1,P061P062,782960,783875,915,LUNETA_1_,,LUNETA_1_M_E,,,,LUNETA_1_M_E_2/2,,LUNETA_1_M_E,,LUNETA_1_E,,,,,,LUNETA_1_E,,,,,,LUNETA_1_M_E,LUNETA_1_M_E_2/2,2,1,1,0,0,1,sit
63,P061_P062_Zsit,P062,right,patelnia,21,round1,P061P062,844110,849444,5334,,PATELNIA_1_,,PATELNIA_1_D_E,,,,PATELNIA_1_D_E_1/2,,PATELNIA_1_D_E,,,,,,,,,,,,,PATELNIA_1_D_E,PATELNIA_1_D_E_1/2,2,0,1,1,0,0.5,sit
63,P061_P062_Zsit,P062,right,patelnia,21,round1,P061P062,844636,846706,2070,,PATELNIA_1_,,PATELNIA_1_D_E,,,,PATELNIA_1_D_E_1/2,,PATELNIA_1_D_E,,,,,,PATELNIA_1_D,,,,,,PATELNIA_1_D,PATELNIA_1_D_E,PATELNIA_1_D_E_1/2,2,0,1,1,0,0.5,sit
63,P061_P062_Zsit,P062,right,patelnia,21,round1,P061P062,846720,848622,1902,,PATELNIA_1_,,PATELNIA_1_D_E,,,,PATELNIA_1_D_E_1/2,,PATELNIA_1_D_E,,PATELNIA_1_E,,,,,,,,,,,PATELNIA_1_D_E,PATELNIA_1_D_E_1/2,2,0,1,1,0,0.5,sit
64,P061_P062_Zsit,P061,right,rower,22,round1,P061P062,857463,861225,3762,ROWER_1_,,ROWER_1_E,,,,ROWER_1_E_1/1,,ROWER_1_E,,,,,,,,,,,,,,ROWER_1_E,ROWER_1_E_1/1,1,0,1,0,0,1,sit
64,P061_P062_Zsit,P061,right,rower,22,round1,P061P062,857932,861087,3155,ROWER_1_,,ROWER_1_E,,,,ROWER_1_E_1/1,,ROWER_1_E,,ROWER_1_E,,,,,,,,ROWER_1_E,,,,ROWER_1_E,ROWER_1_E_1/1,1,0,1,0,0,1,sit
70,P061_P062_Zsit,P061,right,skakanka,28,round1,P061P062,948186,953329,5143,SKAKANKA_1_,,SKAKANKA_1_E,,,,SKAKANKA_1_E_1/1,,SKAKANKA_1_E,,,,,,,,,,,,,,SKAKANKA_1_E,SKAKANKA_1_E_1/1,1,0,1,0,0,1,sit
70,P061_P062_Zsit,P061,right,skakanka,28,round1,P061P062,948988,952129,3141,SKAKANKA_1_,,SKAKANKA_1_E,,,,SKAKANKA_1_E_1/1,,SKAKANKA_1_E,,SKAKANKA_1_E,,,,,,,,SKAKANKA_1_E,,,,SKAKANKA_1_E,SKAKANKA_1_E_1/1,1,0,1,0,0,1,sit
71,P061_P062_Zsit,P062,left,schody,29,round1,P061P062,959111,967445,8334,,SCHODY_1_,,SCHODY_1_D_R_D,,,,SCHODY_1_D_R_D_3/3,,SCHODY_1_D_R_D,,,,,,,,,,,,,SCHODY_1_D_R_D,SCHODY_1_D_R_D_3/3,3,0,0,1,1,1,sit
71,P061_P062_Zsit,P062,left,schody,29,round1,P061P062,959763,962594,2831,,SCHODY_1_,,SCHODY_1_D_R_D,,,,SCHODY_1_D_R_D_3/3,,SCHODY_1_D_R_D,,,,,,SCHODY_1_D,,,,,,SCHODY_1_D,SCHODY_1_D_R_D,SCHODY_1_D_R_D_3/3,3,0,0,1,1,1,sit
71,P061_P062_Zsit,P062,left,schody,29,round1,P061P062,962608,964608,2000,,SCHODY_1_,,SCHODY_1_D_R_D,,,,SCHODY_1_D_R_D_3/3,,SCHODY_1_D_R_D,,,,,,,,SCHODY_1_R,,,,SCHODY_1_R,SCHODY_1_D_R_D,SCHODY_1_D_R_D_3/3,3,0,0,1,1,1,sit
71,P061_P062_Zsit,P062,left,schody,29,round1,P061P062,964608,967115,2507,,SCHODY_1_,,SCHODY_1_D_R_D,,,,SCHODY_1_D_R_D_3/3,,SCHODY_1_D_R_D,,,,,,SCHODY_1_D,,,,,,SCHODY_1_D,SCHODY_1_D_R_D,SCHODY_1_D_R_D_3/3,3,0,0,1,1,1,sit
73,P061_P062_Zsit,P062,right,butelka,31,round1,P061P062,987600,993600,6000,,BUTELKA_1_,,BUTELKA_1_M_E,,,,BUTELKA_1_M_E_2/2,,BUTELKA_1_M_E,,,,,,,,,,,,,BUTELKA_1_M_E,BUTELKA_1_M_E_2/2,2,1,1,0,0,1,sit
73,P061_P062_Zsit,P062,right,butelka,31,round1,P061P062,988369,990101,1732,,BUTELKA_1_,,BUTELKA_1_M_E,,,,BUTELKA_1_M_E_2/2,,BUTELKA_1_M_E,,,,BUTELKA_1_M,,,,,,,,,BUTELKA_1_M_E,BUTELKA_1_M_E_2/2,2,1,1,0,0,1,sit
73,P061_P062_Zsit,P062,right,butelka,31,round1,P061P062,990101,992214,2113,,BUTELKA_1_,,BUTELKA_1_M_E,,,,BUTELKA_1_M_E_2/2,,BUTELKA_1_M_E,,BUTELKA_1_E,,,,,,,,,,BUTELKA_1_E,BUTELKA_1_M_E,BUTELKA_1_M_E_2/2,2,1,1,0,0,1,sit
77,P061_P062_Zsit,P062,right,drewno,1,round2,P061P062,15505,22763,7258,,DREWNO_2_,,DREWNO_2_M_D_M,,,,DREWNO_2_M_D_M_1/3,,DREWNO_2_M_D_M,,,,,,,,,,,,,DREWNO_2_M_D_M,DREWNO_2_M_D_M_1/3,3,1,0,1,0,0.333333333333333,sit
77,P061_P062_Zsit,P062,right,drewno,1,round2,P061P062,15902,17066,1164,,DREWNO_2_,,DREWNO_2_M_D_M,,,,DREWNO_2_M_D_M_1/3,,DREWNO_2_M_D_M,,,,DREWNO_2_M,,,,,,,,,DREWNO_2_M_D_M,DREWNO_2_M_D_M_1/3,3,1,0,1,0,0.333333333333333,sit
77,P061_P062_Zsit,P062,right,drewno,1,round2,P061P062,17115,19230,2115,,DREWNO_2_,,DREWNO_2_M_D_M,,,,DREWNO_2_M_D_M_1/3,,DREWNO_2_M_D_M,,,,,,DREWNO_2_D,,,,,,DREWNO_2_D,DREWNO_2_M_D_M,DREWNO_2_M_D_M_1/3,3,1,0,1,0,0.333333333333333,sit
77,P061_P062_Zsit,P062,right,drewno,1,round2,P061P062,20164,22311,2147,,DREWNO_2_,,DREWNO_2_M_D_M,,,,DREWNO_2_M_D_M_1/3,,DREWNO_2_M_D_M,,,,DREWNO_2_M,,,,,,,,,DREWNO_2_M_D_M,DREWNO_2_M_D_M_1/3,3,1,0,1,0,0.333333333333333,sit
85,P061_P062_Zsit,P062,right,luneta,9,round2,P061P062,116766,120250,3484,,LUNETA_2_,,LUNETA_2_E,,,,LUNETA_2_E_1/1,,LUNETA_2_E,,,,,,,,,,,,,LUNETA_2_E,LUNETA_2_E_1/1,1,0,1,0,0,1,sit
85,P061_P062_Zsit,P062,right,luneta,9,round2,P061P062,116951,119705,2754,,LUNETA_2_,,LUNETA_2_E,,,,LUNETA_2_E_1/1,,LUNETA_2_E,,LUNETA_2_E,,,,,,,,,,LUNETA_2_E,LUNETA_2_E,LUNETA_2_E_1/1,1,0,1,0,0,1,sit
86,P061_P062_Zsit,P061,right,butelka,10,round2,P061P062,125702,129186,3484,BUTELKA_2_,,BUTELKA_2_D_E,,,,BUTELKA_2_D_E_2/2,,BUTELKA_2_D_E,,,,,,,,,,,,,,BUTELKA_2_D_E,BUTELKA_2_D_E_2/2,2,0,1,1,0,1,sit
86,P061_P062_Zsit,P061,right,butelka,10,round2,P061P062,125902,127607,1705,BUTELKA_2_,,BUTELKA_2_D_E,,,,BUTELKA_2_D_E_2/2,,BUTELKA_2_D_E,,,,,,BUTELKA_2_D,,,,BUTELKA_2_D,,,,BUTELKA_2_D_E,BUTELKA_2_D_E_2/2,2,0,1,1,0,1,sit
86,P061_P062_Zsit,P061,right,butelka,10,round2,P061P062,127623,128934,1311,BUTELKA_2_,,BUTELKA_2_D_E,,,,BUTELKA_2_D_E_2/2,,BUTELKA_2_D_E,,BUTELKA_2_E,,,,,,,,BUTELKA_2_E,,,,BUTELKA_2_D_E,BUTELKA_2_D_E_2/2,2,0,1,1,0,1,sit
89,P061_P062_Zsit,P062,right,rower,13,round2,P061P062,163638,167896,4258,,ROWER_2_,,ROWER_2_E,,,,ROWER_2_E_1/1,,ROWER_2_E,,,,,,,,,,,,,ROWER_2_E,ROWER_2_E_1/1,1,0,1,0,0,1,sit
89,P061_P062_Zsit,P062,right,rower,13,round2,P061P062,163885,167098,3213,,ROWER_2_,,ROWER_2_E,,,,ROWER_2_E_1/1,,ROWER_2_E,,ROWER_2_E,,,,,,,,,,ROWER_2_E,ROWER_2_E,ROWER_2_E_1/1,1,0,1,0,0,1,sit
90,P061_P062_Zsit,P061,right,drabina,14,round2,P061P062,173834,180770,6936,DRABINA_2_,,DRABINA_2_D,,,,DRABINA_2_D_1/1,,DRABINA_2_D,,,,,,,,,,,,,,DRABINA_2_D,DRABINA_2_D_1/1,1,0,0,1,0,1,sit
90,P061_P062_Zsit,P061,right,drabina,14,round2,P061P062,174230,179902,5672,DRABINA_2_,,DRABINA_2_D,,,,DRABINA_2_D_1/1,,DRABINA_2_D,,,,,,DRABINA_2_D,,,,DRABINA_2_D,,,,DRABINA_2_D,DRABINA_2_D_1/1,1,0,0,1,0,1,sit
91,P061_P062_Zsit,P062,right,patelnia,15,round2,P061P062,187237,192333,5096,,PATELNIA_2_,,PATELNIA_2_D_E,,,,PATELNIA_2_D_E_2/2,,PATELNIA_2_D_E,,,,,,,,,,,,,PATELNIA_2_D_E,PATELNIA_2_D_E_2/2,2,0,1,1,0,1,sit
91,P061_P062_Zsit,P062,right,patelnia,15,round2,P061P062,187770,189426,1656,,PATELNIA_2_,,PATELNIA_2_D_E,,,,PATELNIA_2_D_E_2/2,,PATELNIA_2_D_E,,,,,,PATELNIA_2_D,,,,,,PATELNIA_2_D,PATELNIA_2_D_E,PATELNIA_2_D_E_2/2,2,0,1,1,0,1,sit
91,P061_P062_Zsit,P062,right,patelnia,15,round2,P061P062,189443,191705,2262,,PATELNIA_2_,,PATELNIA_2_D_E,,,,PATELNIA_2_D_E_2/2,,PATELNIA_2_D_E,,PATELNIA_2_E,,,,,,,,,,PATELNIA_2_E,PATELNIA_2_D_E,PATELNIA_2_D_E_2/2,2,0,1,1,0,1,sit
92,P061_P062_Zsit,P061,left,laska,16,round2,P061P062,198657,207270,8613,LASKA_2_,,LASKA_2_D_E_D,,,,LASKA_2_D_E_D_1/3,,LASKA_2_D_E_D,,,,,,,,,,,,,,LASKA_2_D_E_D,LASKA_2_D_E_D_1/3,3,0,1,1,0,0.333333333333333,sit
92,P061_P062_Zsit,P061,left,laska,16,round2,P061P062,199049,200885,1836,LASKA_2_,,LASKA_2_D_E_D,,,,LASKA_2_D_E_D_1/3,,LASKA_2_D_E_D,,,,,,LASKA_2_D,,,,,,,,LASKA_2_D_E_D,LASKA_2_D_E_D_1/3,3,0,1,1,0,0.333333333333333,sit
92,P061_P062_Zsit,P061,left,laska,16,round2,P061P062,200902,203590,2688,LASKA_2_,,LASKA_2_D_E_D,,,,LASKA_2_D_E_D_1/3,,LASKA_2_D_E_D,,LASKA_2_E,,,,,,,,LASKA_2_E,,,,LASKA_2_D_E_D,LASKA_2_D_E_D_1/3,3,0,1,1,0,0.333333333333333,sit
92,P061_P062_Zsit,P061,left,laska,16,round2,P061P062,203607,206705,3098,LASKA_2_,,LASKA_2_D_E_D,,,,LASKA_2_D_E_D_1/3,,LASKA_2_D_E_D,,,,,,LASKA_2_D,,,,,,,,LASKA_2_D_E_D,LASKA_2_D_E_D_1/3,3,0,1,1,0,0.333333333333333,sit
94,P061_P062_Zsit,P061,left,skakanka,18,round2,P061P062,225091,230672,5581,SKAKANKA_2_,,SKAKANKA_2_E,,,,SKAKANKA_2_E_1/1,,SKAKANKA_2_E,,,,,,,,,,,,,,SKAKANKA_2_E,SKAKANKA_2_E_1/1,1,0,1,0,0,1,sit
94,P061_P062_Zsit,P061,left,skakanka,18,round2,P061P062,225607,229672,4065,SKAKANKA_2_,,SKAKANKA_2_E,,,,SKAKANKA_2_E_1/1,,SKAKANKA_2_E,,SKAKANKA_2_E,,,,,,,,SKAKANKA_2_E,,,,SKAKANKA_2_E,SKAKANKA_2_E_1/1,1,0,1,0,0,1,sit
