index,participant,director,resp,meaning,thisN,round,pair,Begin Time - msec,End Time - msec,Duration - msec,Participant1,Participant2,StrategyP1,StrategyP2,MarkerP1,MarkerP2,SAlignmentP1,SAlignmentP2,FormP1,FormP2,EnactingP1,EnactingP2,MoldingP1,MoldingP2,DrawingP1,DrawingP2,RepresentingP1,RepresentingP2,Forms_AlignmnentP1,AMarkerP1,AMarkerP2,Forms_AlignmnentP2,strategies,alignment,strategies_no,moulding,enacting,drawing,representing,alignment_degree,condition
97,P111_P112_Z_Sit,P112,right,drabina,21,round2,P111P112,368000,369774,1774,,DRABINA_2_,,DRABINA_2_D_E,,,,DRABINA_2_D_E_1/2,,DRABINA_2_D_E,,DRABINA_2_E,,,,,,,,,,,DRABINA_2_D_E,DRABINA_2_D_E_1/2,2,0,1,1,0,0.5,sit
97,P111_P112_Z_Sit,P112,right,drabina,21,round2,P111P112,369613,370065,452,,DRABINA_2_,,DRABINA_2_D_E,,DRABINA_2_MIO,,DRABINA_2_D_E_1/2,,DRABINA_2_D_E,,,,,,,,,,,,,DRABINA_2_D_E,DRABINA_2_D_E_1/2,2,0,1,1,0,0.5,sit
98,P111_P112_Z_Sit,P111,right,patelnia,22,round2,P111P112,376468,381087,4619,PATELNIA_2_,,PATELNIA_2_E_D_E,,,,PATELNIA_2_E_D_E_3/3,,PATELNIA_2_E_D_E,,,,,,,,,,,,,,PATELNIA_2_E_D_E,PATELNIA_2_E_D_E_3/3,3,0,1,1,0,1,sit
98,P111_P112_Z_Sit,P111,right,patelnia,22,round2,P111P112,376524,377952,1428,PATELNIA_2_,,PATELNIA_2_E_D_E,,,,PATELNIA_2_E_D_E_3/3,,PATELNIA_2_E_D_E,,PATELNIA_2_E,,,,,,,,PATELNIA_2_E,,,,PATELNIA_2_E_D_E,PATELNIA_2_E_D_E_3/3,3,0,1,1,0,1,sit
98,P111_P112_Z_Sit,P111,right,patelnia,22,round2,P111P112,378000,379095,1095,PATELNIA_2_,,PATELNIA_2_E_D_E,,,,PATELNIA_2_E_D_E_3/3,,PATELNIA_2_E_D_E,,,,,,PATELNIA_2_D,,,,PATELNIA_2_D,,,,PATELNIA_2_E_D_E,PATELNIA_2_E_D_E_3/3,3,0,1,1,0,1,sit
98,P111_P112_Z_Sit,P111,right,patelnia,22,round2,P111P112,379143,379952,809,PATELNIA_2_,,PATELNIA_2_E_D_E,,,,PATELNIA_2_E_D_E_3/3,,PATELNIA_2_E_D_E,,PATELNIA_2_E,,,,,,,,PATELNIA_2_E,,,,PATELNIA_2_E_D_E,PATELNIA_2_E_D_E_3/3,3,0,1,1,0,1,sit
103,P111_P112_Z_Sit,P112,right,luneta,27,round2,P111P112,424043,428138,4095,,LUNETA_2_,,LUNETA_2_M_E,,,,LUNETA_2_M_E_1/2,,LUNETA_2_M_E,,,,,,,,,,,,,LUNETA_2_M_E,LUNETA_2_M_E_1/2,2,1,1,0,0,0.5,sit
103,P111_P112_Z_Sit,P112,right,luneta,27,round2,P111P112,424129,425645,1516,,LUNETA_2_,,LUNETA_2_M_E,,,,LUNETA_2_M_E_1/2,,LUNETA_2_M_E,,,,LUNETA_2_M,,,,,,,,LUNETA_2_M,LUNETA_2_M_E,LUNETA_2_M_E_1/2,2,1,1,0,0,0.5,sit
103,P111_P112_Z_Sit,P112,right,luneta,27,round2,P111P112,425677,427323,1646,,LUNETA_2_,,LUNETA_2_M_E,,,,LUNETA_2_M_E_1/2,,LUNETA_2_M_E,,LUNETA_2_E,,,,,,,,,,,LUNETA_2_M_E,LUNETA_2_M_E_1/2,2,1,1,0,0,0.5,sit
108,P111_P112_Z_Sit,P111,right,drabina,0,round2,P111P112,472642,477689,5047,DRABINA_2_,,DRABINA_2_D,,,,DRABINA_2_D_1/1,,DRABINA_2_D,,,,,,,,,,,,,,DRABINA_2_D,DRABINA_2_D_1/1,1,0,0,1,0,1,sit
108,P111_P112_Z_Sit,P111,right,drabina,0,round2,P111P112,472806,476581,3775,DRABINA_2_,,DRABINA_2_D,,,,DRABINA_2_D_1/1,,DRABINA_2_D,,,,,,DRABINA_2_D,,,,DRABINA_2_D,,,,DRABINA_2_D,DRABINA_2_D_1/1,1,0,0,1,0,1,sit
112,P111_P112_Z_Sit,P111,right,drewno,4,round2,P111P112,512512,518560,6048,DREWNO_2_,,DREWNO_2_D,,,,DREWNO_2_D_1/1,,DREWNO_2_D,,,,,,,,,,,,,,DREWNO_2_D,DREWNO_2_D_1/1,1,0,0,1,0,1,sit
112,P111_P112_Z_Sit,P111,right,drewno,4,round2,P111P112,513032,516032,3000,DREWNO_2_,,DREWNO_2_D,,,,DREWNO_2_D_1/1,,DREWNO_2_D,,,,,,DREWNO_2_D,,,,,,,,DREWNO_2_D,DREWNO_2_D_1/1,1,0,0,1,0,1,sit
115,P111_P112_Z_Sit,P112,right,patelnia,7,round2,P111P112,542177,554986,12809,,PATELNIA_2_,,PATELNIA_2_D_E_D_D,,,,PATELNIA_2_D_E_D_D_4/4,,PATELNIA_2_D_E_D_D,,,,,,,,,,,,,PATELNIA_2_D_E_D_D,PATELNIA_2_D_E_D_D_4/4,4,0,1,1,0,1,sit
115,P111_P112_Z_Sit,P112,right,patelnia,7,round2,P111P112,542667,543857,1190,,PATELNIA_2_,,PATELNIA_2_D_E_D_D,,,,PATELNIA_2_D_E_D_D_4/4,,PATELNIA_2_D_E_D_D,,,,,,PATELNIA_2_D,,,,,,PATELNIA_2_D,PATELNIA_2_D_E_D_D,PATELNIA_2_D_E_D_D_4/4,4,0,1,1,0,1,sit
115,P111_P112_Z_Sit,P112,right,patelnia,7,round2,P111P112,543905,546238,2333,,PATELNIA_2_,,PATELNIA_2_D_E_D_D,,,,PATELNIA_2_D_E_D_D_4/4,,PATELNIA_2_D_E_D_D,,PATELNIA_2_E,,,,,,,,,,PATELNIA_2_E,PATELNIA_2_D_E_D_D,PATELNIA_2_D_E_D_D_4/4,4,0,1,1,0,1,sit
115,P111_P112_Z_Sit,P112,right,patelnia,7,round2,P111P112,546238,547429,1191,,PATELNIA_2_,,PATELNIA_2_D_E_D_D,,,,PATELNIA_2_D_E_D_D_4/4,,PATELNIA_2_D_E_D_D,,,,,,PATELNIA_2_D,,,,,,PATELNIA_2_D,PATELNIA_2_D_E_D_D,PATELNIA_2_D_E_D_D_4/4,4,0,1,1,0,1,sit
115,P111_P112_Z_Sit,P112,right,patelnia,7,round2,P111P112,547429,548286,857,,PATELNIA_2_,,PATELNIA_2_D_E_D_D,,,,PATELNIA_2_D_E_D_D_4/4,,PATELNIA_2_D_E_D_D,,,,,,PATELNIA_2_D,,,,,,PATELNIA_2_D,PATELNIA_2_D_E_D_D,PATELNIA_2_D_E_D_D_4/4,4,0,1,1,0,1,sit
116,P111_P112_Z_Sit,P111,right,luneta,8,round2,P111P112,559119,563071,3952,LUNETA_2_,,LUNETA_2_M,,,,LUNETA_2_M_1/1,,LUNETA_2_M,,,,,,,,,,,,,,LUNETA_2_M,LUNETA_2_M_1/1,1,1,0,0,0,1,sit
116,P111_P112_Z_Sit,P111,right,luneta,8,round2,P111P112,559548,561774,2226,LUNETA_2_,,LUNETA_2_M,,,,LUNETA_2_M_1/1,,LUNETA_2_M,,,,LUNETA_2_M,,,,,,LUNETA_2_M,,,,LUNETA_2_M,LUNETA_2_M_1/1,1,1,0,0,0,1,sit
120,P111_P112_Z_Sit,P111,right,schody,12,round2,P111P112,596181,600991,4810,SCHODY_2_,,SCHODY_2_D,,,,SCHODY_2_D_1/1,,SCHODY_2_D,,,,,,,,,,,,,,SCHODY_2_D,SCHODY_2_D_1/1,1,0,0,1,0,1,sit
120,P111_P112_Z_Sit,P111,right,schody,12,round2,P111P112,596484,599548,3064,SCHODY_2_,,SCHODY_2_D,,,,SCHODY_2_D_1/1,,SCHODY_2_D,,,,,,SCHODY_2_D,,,,SCHODY_2_D,,,,SCHODY_2_D,SCHODY_2_D_1/1,1,0,0,1,0,1,sit
123,P111_P112_Z_Sit,P112,right,rower,15,round2,P111P112,629107,635822,6715,,ROWER_2_,,ROWER_2_E,,,,ROWER_2_E_1/1,,ROWER_2_E,,,,,,,,,,,,,ROWER_2_E,ROWER_2_E_1/1,1,0,1,0,0,1,sit
123,P111_P112_Z_Sit,P112,right,rower,15,round2,P111P112,630095,634619,4524,,ROWER_2_,,ROWER_2_E,,,,ROWER_2_E_1/1,,ROWER_2_E,,ROWER_2_E,,,,,,,,,,ROWER_2_E,ROWER_2_E,ROWER_2_E_1/1,1,0,1,0,0,1,sit
126,P111_P112_Z_Sit,P111,right,butelka,18,round2,P111P112,662319,668223,5904,BUTELKA_2_,,BUTELKA_2_D_E,,,,BUTELKA_2_D_E_2/2,,BUTELKA_2_D_E,,,,,,,,,,,,,,BUTELKA_2_D_E,BUTELKA_2_D_E_2/2,2,0,1,1,0,1,sit
126,P111_P112_Z_Sit,P111,right,butelka,18,round2,P111P112,662452,665161,2709,BUTELKA_2_,,BUTELKA_2_D_E,,,,BUTELKA_2_D_E_2/2,,BUTELKA_2_D_E,,,,,,BUTELKA_2_D,,,,BUTELKA_2_D,,,,BUTELKA_2_D_E,BUTELKA_2_D_E_2/2,2,0,1,1,0,1,sit
126,P111_P112_Z_Sit,P111,right,butelka,18,round2,P111P112,665194,666742,1548,BUTELKA_2_,,BUTELKA_2_D_E,,,,BUTELKA_2_D_E_2/2,,BUTELKA_2_D_E,,BUTELKA_2_E,,,,,,,,BUTELKA_2_E,,,,BUTELKA_2_D_E,BUTELKA_2_D_E_2/2,2,0,1,1,0,1,sit
127,P111_P112_Z_Sit,P112,right,laska,19,round2,P111P112,672238,677952,5714,,LASKA_2_,,LASKA_2_E,,,,LASKA_2_E_1/1,,LASKA_2_E,,,,,,,,,,,,,LASKA_2_E,LASKA_2_E_1/1,1,0,1,0,0,1,sit
127,P111_P112_Z_Sit,P112,right,laska,19,round2,P111P112,672381,677095,4714,,LASKA_2_,,LASKA_2_E,,,,LASKA_2_E_1/1,,LASKA_2_E,,LASKA_2_E,,,,,,,,,,LASKA_2_E,LASKA_2_E,LASKA_2_E_1/1,1,0,1,0,0,1,sit
131,P111_P112_Z_Sit,P112,right,skakanka,23,round2,P111P112,713154,717297,4143,,SKAKANKA_2_,,SKAKANKA_2_E,,,,SKAKANKA_2_E_1/1,,SKAKANKA_2_E,,,,,,,,,,,,,SKAKANKA_2_E,SKAKANKA_2_E_1/1,1,0,1,0,0,1,sit
131,P111_P112_Z_Sit,P112,right,skakanka,23,round2,P111P112,713238,716619,3381,,SKAKANKA_2_,,SKAKANKA_2_E,,,,SKAKANKA_2_E_1/1,,SKAKANKA_2_E,,SKAKANKA_2_E,,,,,,,,,,SKAKANKA_2_E,SKAKANKA_2_E,SKAKANKA_2_E_1/1,1,0,1,0,0,1,sit
144,P111_P112_Z_Sit,P111,right,laska,2,round3,P111P112,139800,146000,6200,LASKA_3_,,LASKA_3_D_E,,,,LASKA_3_D_E_2/2,,LASKA_3_D_E,,,,,,,,,,,,,,LASKA_3_D_E,LASKA_3_D_E_2/2,2,0,1,1,0,1,sit
144,P111_P112_Z_Sit,P111,right,laska,2,round3,P111P112,139880,141680,1800,LASKA_3_,,LASKA_3_D_E,,,,LASKA_3_D_E_2/2,,LASKA_3_D_E,,,,,,LASKA_3_D,,,,LASKA_3_D,,,,LASKA_3_D_E,LASKA_3_D_E_2/2,2,0,1,1,0,1,sit
144,P111_P112_Z_Sit,P111,right,laska,2,round3,P111P112,141720,144840,3120,LASKA_3_,,LASKA_3_D_E,,,,LASKA_3_D_E_2/2,,LASKA_3_D_E,,LASKA_3_E,,,,,,,,LASKA_3_E,,,,LASKA_3_D_E,LASKA_3_D_E_2/2,2,0,1,1,0,1,sit
145,P111_P112_Z_Sit,P112,right,skakanka,3,round3,P111P112,150960,154720,3760,,SKAKANKA_3_,,SKAKANKA_3_E,,,,SKAKANKA_3_E_1/1,,SKAKANKA_3_E,,,,,,,,,,,,,SKAKANKA_3_E,SKAKANKA_3_E_1/1,1,0,1,0,0,1,sit
145,P111_P112_Z_Sit,P112,right,skakanka,3,round3,P111P112,151120,154000,2880,,SKAKANKA_3_,,SKAKANKA_3_E,,,,SKAKANKA_3_E_1/1,,SKAKANKA_3_E,,SKAKANKA_3_E,,,,,,,,,,SKAKANKA_3_E,SKAKANKA_3_E,SKAKANKA_3_E_1/1,1,0,1,0,0,1,sit
146,P111_P112_Z_Sit,P111,right,luneta,4,round3,P111P112,159900,165660,5760,LUNETA_3_,,LUNETA_3_M_E,,,,LUNETA_3_M_E_2/2,,LUNETA_3_M_E,,,,,,,,,,,,,,LUNETA_3_M_E,LUNETA_3_M_E_2/2,2,1,1,0,0,1,sit
146,P111_P112_Z_Sit,P111,right,luneta,4,round3,P111P112,160120,162080,1960,LUNETA_3_,,LUNETA_3_M_E,,,,LUNETA_3_M_E_2/2,,LUNETA_3_M_E,,,,LUNETA_3_M,,,,,,LUNETA_3_M,,,,LUNETA_3_M_E,LUNETA_3_M_E_2/2,2,1,1,0,0,1,sit
146,P111_P112_Z_Sit,P111,right,luneta,4,round3,P111P112,162080,164880,2800,LUNETA_3_,,LUNETA_3_M_E,,,,LUNETA_3_M_E_2/2,,LUNETA_3_M_E,,LUNETA_3_E,,,,,,,,LUNETA_3_E,,,,LUNETA_3_M_E,LUNETA_3_M_E_2/2,2,1,1,0,0,1,sit
153,P111_P112_Z_Sit,P112,right,rower,11,round3,P111P112,246120,251800,5680,,ROWER_3_,,ROWER_3_E,,,,ROWER_3_E_1/1,,ROWER_3_E,,,,,,,,,,,,,ROWER_3_E,ROWER_3_E_1/1,1,0,1,0,0,1,sit
153,P111_P112_Z_Sit,P112,right,rower,11,round3,P111P112,246600,251080,4480,,ROWER_3_,,ROWER_3_E,,,,ROWER_3_E_1/1,,ROWER_3_E,,ROWER_3_E,,,,,,,,,,ROWER_3_E,ROWER_3_E,ROWER_3_E_1/1,1,0,1,0,0,1,sit
155,P111_P112_Z_Sit,P112,right,schody,13,round3,P111P112,266900,271860,4960,,SCHODY_3_,,SCHODY_3_D,,,,SCHODY_3_D_1/1,,SCHODY_3_D,,,,,,,,,,,,,SCHODY_3_D,SCHODY_3_D_1/1,1,0,0,1,0,1,sit
155,P111_P112_Z_Sit,P112,right,schody,13,round3,P111P112,267360,270560,3200,,SCHODY_3_,,SCHODY_3_D,,,,SCHODY_3_D_1/1,,SCHODY_3_D,,,,,,SCHODY_3_D,,,,,,SCHODY_3_D,SCHODY_3_D,SCHODY_3_D_1/1,1,0,0,1,0,1,sit
156,P111_P112_Z_Sit,P111,right,patelnia,14,round3,P111P112,276600,283680,7080,PATELNIA_3_,,PATELNIA_3_D_E,,,,PATELNIA_3_D_E_2/2,,PATELNIA_3_D_E,,,,,,,,,,,,,,PATELNIA_3_D_E,PATELNIA_3_D_E_2/2,2,0,1,1,0,1,sit
156,P111_P112_Z_Sit,P111,right,patelnia,14,round3,P111P112,277080,278880,1800,PATELNIA_3_,,PATELNIA_3_D_E,,,,PATELNIA_3_D_E_2/2,,PATELNIA_3_D_E,,,,,,PATELNIA_3_D,,,,PATELNIA_3_D,,,,PATELNIA_3_D_E,PATELNIA_3_D_E_2/2,2,0,1,1,0,1,sit
156,P111_P112_Z_Sit,P111,right,patelnia,14,round3,P111P112,278880,282760,3880,PATELNIA_3_,,PATELNIA_3_D_E,,,,PATELNIA_3_D_E_2/2,,PATELNIA_3_D_E,,PATELNIA_3_E,,,,,,,,PATELNIA_3_E,,,,PATELNIA_3_D_E,PATELNIA_3_D_E_2/2,2,0,1,1,0,1,sit
159,P111_P112_Z_Sit,P112,right,drewno,17,round3,P111P112,311600,317440,5840,,DREWNO_3_,,DREWNO_3_R,,,,DREWNO_3_R_1/1,,DREWNO_3_R,,,,,,,,,,,,,DREWNO_3_R,DREWNO_3_R_1/1,1,0,0,0,1,1,sit
159,P111_P112_Z_Sit,P112,right,drewno,17,round3,P111P112,311800,316480,4680,,DREWNO_3_,,DREWNO_3_R,,,,DREWNO_3_R_1/1,,DREWNO_3_R,,,,,,,,DREWNO_3_R,,,,DREWNO_3_R,DREWNO_3_R,DREWNO_3_R_1/1,1,0,0,0,1,1,sit
162,P111_P112_Z_Sit,P111,right,butelka,20,round3,P111P112,340960,345640,4680,BUTELKA_3_,,BUTELKA_3_D_E,,,,BUTELKA_3_D_E_2/2,,BUTELKA_3_D_E,,,,,,,,,,,,,,BUTELKA_3_D_E,BUTELKA_3_D_E_2/2,2,0,1,1,0,1,sit
162,P111_P112_Z_Sit,P111,right,butelka,20,round3,P111P112,341240,343200,1960,BUTELKA_3_,,BUTELKA_3_D_E,,,,BUTELKA_3_D_E_2/2,,BUTELKA_3_D_E,,,,,,BUTELKA_3_D,,,,BUTELKA_3_D,,,,BUTELKA_3_D_E,BUTELKA_3_D_E_2/2,2,0,1,1,0,1,sit
162,P111_P112_Z_Sit,P111,right,butelka,20,round3,P111P112,343240,345040,1800,BUTELKA_3_,,BUTELKA_3_D_E,,,,BUTELKA_3_D_E_2/2,,BUTELKA_3_D_E,,BUTELKA_3_E,,,,,,,,BUTELKA_3_E,,,,BUTELKA_3_D_E,BUTELKA_3_D_E_2/2,2,0,1,1,0,1,sit
168,P111_P112_Z_Sit,P111,right,drabina,26,round3,P111P112,407180,411500,4320,DRABINA_3_,,DRABINA_3_D,,,,DRABINA_3_D_1/1,,DRABINA_3_D,,,,,,,,,,,,,,DRABINA_3_D,DRABINA_3_D_1/1,1,0,0,1,0,1,sit
168,P111_P112_Z_Sit,P111,right,drabina,26,round3,P111P112,407240,410800,3560,DRABINA_3_,,DRABINA_3_D,,,,DRABINA_3_D_1/1,,DRABINA_3_D,,,,,,DRABINA_3_D,,,,DRABINA_3_D,,,,DRABINA_3_D,DRABINA_3_D_1/1,1,0,0,1,0,1,sit
179,P111_P112_Z_Sit,P112,right,drabina,5,round3,P111P112,520440,528240,7800,,DRABINA_3_,,DRABINA_3_D_E_D,,,,DRABINA_3_D_E_D_2/3,,DRABINA_3_D_E_D,,,,,,,,,,,,,DRABINA_3_D_E_D,DRABINA_3_D_E_D_2/3,3,0,1,1,0,0.666666666666667,sit
179,P111_P112_Z_Sit,P112,right,drabina,5,round3,P111P112,520480,523120,2640,,DRABINA_3_,,DRABINA_3_D_E_D,,,,DRABINA_3_D_E_D_2/3,,DRABINA_3_D_E_D,,,,,,DRABINA_3_D,,,,,,DRABINA_3_D,DRABINA_3_D_E_D,DRABINA_3_D_E_D_2/3,3,0,1,1,0,0.666666666666667,sit
179,P111_P112_Z_Sit,P112,right,drabina,5,round3,P111P112,523080,524880,1800,,DRABINA_3_,,DRABINA_3_D_E_D,,,,DRABINA_3_D_E_D_2/3,,DRABINA_3_D_E_D,,DRABINA_3_E,,,,,,,,,,,DRABINA_3_D_E_D,DRABINA_3_D_E_D_2/3,3,0,1,1,0,0.666666666666667,sit
179,P111_P112_Z_Sit,P112,right,drabina,5,round3,P111P112,524840,525600,760,,DRABINA_3_,,DRABINA_3_D_E_D,,DRABINA_3_MEMB,,DRABINA_3_D_E_D_2/3,,DRABINA_3_D_E_D,,,,,,,,,,,,,DRABINA_3_D_E_D,DRABINA_3_D_E_D_2/3,3,0,1,1,0,0.666666666666667,sit
179,P111_P112_Z_Sit,P112,right,drabina,5,round3,P111P112,525560,527240,1680,,DRABINA_3_,,DRABINA_3_D_E_D,,,,DRABINA_3_D_E_D_2/3,,DRABINA_3_D_E_D,,,,,,DRABINA_3_D,,,,,,DRABINA_3_D,DRABINA_3_D_E_D,DRABINA_3_D_E_D_2/3,3,0,1,1,0,0.666666666666667,sit
182,P111_P112_Z_Sit,P111,right,schody,8,round3,P111P112,558920,565480,6560,SCHODY_3_,,SCHODY_3_D,,,,SCHODY_3_D_1/1,,SCHODY_3_D,,,,,,,,,,,,,,SCHODY_3_D,SCHODY_3_D_1/1,1,0,0,1,0,1,sit
182,P111_P112_Z_Sit,P111,right,schody,8,round3,P111P112,559520,564400,4880,SCHODY_3_,,SCHODY_3_D,,,,SCHODY_3_D_1/1,,SCHODY_3_D,,,,,,SCHODY_3_D,,,,SCHODY_3_D,,,,SCHODY_3_D,SCHODY_3_D_1/1,1,0,0,1,0,1,sit
183,P111_P112_Z_Sit,P112,right,patelnia,9,round3,P111P112,570820,576980,6160,,PATELNIA_3_,,PATELNIA_3_D_E,,,,PATELNIA_3_D_E_2/2,,PATELNIA_3_D_E,,,,,,,,,,,,,PATELNIA_3_D_E,PATELNIA_3_D_E_2/2,2,0,1,1,0,1,sit
183,P111_P112_Z_Sit,P112,right,patelnia,9,round3,P111P112,571640,573000,1360,,PATELNIA_3_,,PATELNIA_3_D_E,,,,PATELNIA_3_D_E_2/2,,PATELNIA_3_D_E,,,,,,PATELNIA_3_D,,,,,,PATELNIA_3_D,PATELNIA_3_D_E,PATELNIA_3_D_E_2/2,2,0,1,1,0,1,sit
183,P111_P112_Z_Sit,P112,right,patelnia,9,round3,P111P112,573040,576120,3080,,PATELNIA_3_,,PATELNIA_3_D_E,,,,PATELNIA_3_D_E_2/2,,PATELNIA_3_D_E,,PATELNIA_3_E,,,,,,,,,,PATELNIA_3_E,PATELNIA_3_D_E,PATELNIA_3_D_E_2/2,2,0,1,1,0,1,sit
195,P111_P112_Z_Sit,P112,right,laska,21,round3,P111P112,699280,704680,5400,,LASKA_3_,,LASKA_3_D_E,,,,LASKA_3_D_E_2/2,,LASKA_3_D_E,,,,,,,,,,,,,LASKA_3_D_E,LASKA_3_D_E_2/2,2,0,1,1,0,1,sit
195,P111_P112_Z_Sit,P112,right,laska,21,round3,P111P112,699520,701320,1800,,LASKA_3_,,LASKA_3_D_E,,,,LASKA_3_D_E_2/2,,LASKA_3_D_E,,,,,,LASKA_3_D,,,,,,,LASKA_3_D_E,LASKA_3_D_E_2/2,2,0,1,1,0,1,sit
195,P111_P112_Z_Sit,P112,right,laska,21,round3,P111P112,699520,701280,1760,,LASKA_3_,,LASKA_3_D_E,,,,LASKA_3_D_E_2/2,,LASKA_3_D_E,,,,,,LASKA_3_D,,,,,,LASKA_3_D,LASKA_3_D_E,LASKA_3_D_E_2/2,2,0,1,1,0,1,sit
195,P111_P112_Z_Sit,P112,right,laska,21,round3,P111P112,701280,703840,2560,,LASKA_3_,,LASKA_3_D_E,,,,LASKA_3_D_E_2/2,,LASKA_3_D_E,,LASKA_3_E,,,,,,,,,,LASKA_3_E,LASKA_3_D_E,LASKA_3_D_E_2/2,2,0,1,1,0,1,sit
197,P111_P112_Z_Sit,P112,right,luneta,23,round3,P111P112,717780,722660,4880,,LUNETA_3_,,LUNETA_3_M_E,,,,LUNETA_3_M_E_2/2,,LUNETA_3_M_E,,,,,,,,,,,,,LUNETA_3_M_E,LUNETA_3_M_E_2/2,2,1,1,0,0,1,sit
197,P111_P112_Z_Sit,P112,right,luneta,23,round3,P111P112,718200,719640,1440,,LUNETA_3_,,LUNETA_3_M_E,,,,LUNETA_3_M_E_2/2,,LUNETA_3_M_E,,,,LUNETA_3_M,,,,,,,,LUNETA_3_M,LUNETA_3_M_E,LUNETA_3_M_E_2/2,2,1,1,0,0,1,sit
197,P111_P112_Z_Sit,P112,right,luneta,23,round3,P111P112,719680,721680,2000,,LUNETA_3_,,LUNETA_3_M_E,,,,LUNETA_3_M_E_2/2,,LUNETA_3_M_E,,LUNETA_3_E,,,,,,,,,,LUNETA_3_E,LUNETA_3_M_E,LUNETA_3_M_E_2/2,2,1,1,0,0,1,sit
198,P111_P112_Z_Sit,P111,right,skakanka,24,round3,P111P112,727120,730480,3360,SKAKANKA_3_,,SKAKANKA_3_E,,,,SKAKANKA_3_E_1/1,,SKAKANKA_3_E,,,,,,,,,,,,,,SKAKANKA_3_E,SKAKANKA_3_E_1/1,1,0,1,0,0,1,sit
198,P111_P112_Z_Sit,P111,right,skakanka,24,round3,P111P112,727240,730120,2880,SKAKANKA_3_,,SKAKANKA_3_E,,,,SKAKANKA_3_E_1/1,,SKAKANKA_3_E,,SKAKANKA_3_E,,,,,,,,SKAKANKA_3_E,,,,SKAKANKA_3_E,SKAKANKA_3_E_1/1,1,0,1,0,0,1,sit
200,P111_P112_Z_Sit,P111,right,drewno,26,round3,P111P112,748020,752300,4280,DREWNO_3_,,DREWNO_3_R,,,,DREWNO_3_R_1/1,,DREWNO_3_R,,,,,,,,,,,,,,DREWNO_3_R,DREWNO_3_R_1/1,1,0,0,0,1,1,sit
200,P111_P112_Z_Sit,P111,right,drewno,26,round3,P111P112,748600,750920,2320,DREWNO_3_,,DREWNO_3_R,,,,DREWNO_3_R_1/1,,DREWNO_3_R,,,,,,,,DREWNO_3_R,,DREWNO_3_R,,,,DREWNO_3_R,DREWNO_3_R_1/1,1,0,0,0,1,1,sit
202,P111_P112_Z_Sit,P111,right,rower,28,round3,P111P112,771460,776220,4760,ROWER_3_,,ROWER_3_E,,,,ROWER_3_E_1/1,,ROWER_3_E,,,,,,,,,,,,,,ROWER_3_E,ROWER_3_E_1/1,1,0,1,0,0,1,sit
202,P111_P112_Z_Sit,P111,right,rower,28,round3,P111P112,771960,775080,3120,ROWER_3_,,ROWER_3_E,,,,ROWER_3_E_1/1,,ROWER_3_E,,ROWER_3_E,,,,,,,,ROWER_3_E,,,,ROWER_3_E,ROWER_3_E_1/1,1,0,1,0,0,1,sit
203,P111_P112_Z_Sit,P112,right,butelka,29,round3,P111P112,780260,786740,6480,,BUTELKA_3_,,BUTELKA_3_D_E,,,,BUTELKA_3_D_E_2/2,,BUTELKA_3_D_E,,,,,,,,,,,,,BUTELKA_3_D_E,BUTELKA_3_D_E_2/2,2,0,1,1,0,1,sit
203,P111_P112_Z_Sit,P112,right,butelka,29,round3,P111P112,780600,782480,1880,,BUTELKA_3_,,BUTELKA_3_D_E,,,,BUTELKA_3_D_E_2/2,,BUTELKA_3_D_E,,,,,,BUTELKA_3_D,,,,,,BUTELKA_3_D,BUTELKA_3_D_E,BUTELKA_3_D_E_2/2,2,0,1,1,0,1,sit
203,P111_P112_Z_Sit,P112,right,butelka,29,round3,P111P112,782480,785520,3040,,BUTELKA_3_,,BUTELKA_3_D_E,,,,BUTELKA_3_D_E_2/2,,BUTELKA_3_D_E,,BUTELKA_3_E,,,,,,,,,,BUTELKA_3_E,BUTELKA_3_D_E,BUTELKA_3_D_E_2/2,2,0,1,1,0,1,sit
10,P055_P056_Z_STAND,P055,right,rower,0,round1,P055P056,33514,41256,7742,ROWER_1_,,ROWER_1_E,,,,ROWER_1_E_1/1,,ROWER_1_E,,,,,,,,,,,,,,ROWER_1_E,ROWER_1_E_1/1,1,0,1,0,0,1,stand
10,P055_P056_Z_STAND,P055,right,rower,0,round1,P055P056,33771,40800,7029,ROWER_1_,,ROWER_1_E,,,,ROWER_1_E_1/1,,ROWER_1_E,,ROWER_1_E,,,,,,,,ROWER_1_E,,,,ROWER_1_E,ROWER_1_E_1/1,1,0,1,0,0,1,stand
11,P055_P056_Z_STAND,P056,right,skakanka,1,round1,P055P056,46513,51416,4903,,SKAKANKA_1_,,SKAKANKA_1_E,,,,SKAKANKA_1_E_1/1,,SKAKANKA_1_E,,,,,,,,,,,,,SKAKANKA_1_E,SKAKANKA_1_E_1/1,1,0,1,0,0,1,stand
11,P055_P056_Z_STAND,P056,right,skakanka,1,round1,P055P056,47686,51143,3457,,SKAKANKA_1_,,SKAKANKA_1_E,,,,SKAKANKA_1_E_1/1,,SKAKANKA_1_E,,SKAKANKA_1_E,,,,,,,,,,SKAKANKA_1_E,SKAKANKA_1_E,SKAKANKA_1_E_1/1,1,0,1,0,0,1,stand
